timestamp,request_count,unique_users,unique_ips,path_entropy,request_variance,spike_ratio,error_rate,avg_response_time,response_time_std,p95_response_time,bot_ratio,user_agent_diversity,checkout_ratio,payment_ratio,ip_concentration,user_concentration,is_attack,is_bot,hour,minute,day_of_week,is_business_hours,is_night,is_weekend,hour_sin,hour_cos,request_count_ma5,request_count_std5,request_count_max5,deviation_ma5,request_count_ma10,request_count_std10,request_count_max10,deviation_ma10,request_count_ma30,request_count_std30,request_count_max30,deviation_ma30,request_velocity,request_acceleration,request_pct_change
2026-02-13 17:56:00,5691,995,5455,1.8468262831243352,0.0,0.0,0.05516514406184118,196.29317747018547,214.23410931499902,604.7481685313577,0.0,4,0.1971187631763879,0.10347856640899508,1.0430718475073313,5.713855421686747,0,0,17,56,4,1,0,0,-0.9659258262890683,-0.25881904510252063,5691.0,,5691.0,,5691.0,,5691.0,,5691.0,,5691.0,,0.0,0.0,0.0
2026-02-13 17:57:00,10881,999,10033,1.8500601196305237,0.0,0.0,0.048152913067450835,196.26310879907615,208.81178717335484,604.9505679243838,0.0,4,0.20088219077375483,0.1027384671935306,1.0844129958142317,10.881,0,0,17,57,4,1,0,0,-0.9659258262890683,-0.25881904510252063,8286.0,3669.8841943581815,10881.0,0.7069141554474209,8286.0,3669.8841943581815,10881.0,0.7069141554474209,8286.0,3669.8841943581815,10881.0,0.7069141554474209,5190.0,0.0,0.911966262519768
2026-02-13 17:58:00,10854,999,9992,1.8471520229934684,0.0,0.0,0.04928604329801935,193.83331608051031,205.23893567143892,601.3007117406478,0.0,4,0.19594656840165822,0.10198065407646247,1.086160312218553,10.854,0,0,17,58,4,1,0,0,-0.9659258262890683,-0.25881904510252063,9142.0,2988.684158622319,10881.0,0.5726357398197237,9142.0,2988.684158622319,10881.0,0.5726357398197237,9142.0,2988.684158622319,10881.0,0.5726357398197237,-27.0,-5217.0,-0.002481389578163795
2026-02-13 17:59:00,10734,999,9880,1.850672686722815,0.0,0.0,0.05263157894736842,195.35526578271435,210.43569947630195,602.9831837563377,0.0,4,0.19981369352585002,0.1023754075454122,1.0863272948082179,10.734,0,0,17,59,4,1,0,0,-0.9659258262890683,-0.25881904510252063,9540.0,2566.7952781630247,10881.0,0.4649903402167543,9540.0,2566.7952781630247,10881.0,0.4649903402167543,9540.0,2566.7952781630247,10881.0,0.4649903402167543,-120.0,-93.0,-0.011055831951354289
2026-02-13 18:00:00,7138,999,6754,1.8500570807044168,2468.855868616068,0.7878065470277906,0.054909651211654295,194.6618284455278,203.67967258040275,585.1075995318955,0.0,4,0.1928841574450203,0.10365597422608208,1.0566987416728348,7.138,0,0,18,0,4,0,0,0,-1.0,-1.8369701987210297e-16,9059.6,2468.855868616068,10881.0,-0.7780211082020461,9059.6,2468.855868616068,10881.0,-0.7780211082020461,9059.6,2468.855868616068,10881.0,-0.7780211082020461,-3596.0,-3476.0,-0.335010247810695
2026-02-13 18:01:00,7079,999,6701,1.8490188077662317,2035.3745846895115,0.7580690068749866,0.055508474576271186,197.09647067824707,204.80962364095282,619.8406062224661,0.0,4,0.20692090395480225,0.09872881355932203,1.056251865114891,7.079,0,0,18,1,4,0,0,0,-1.0,-1.8369701987210297e-16,9337.2,2035.3745846895115,10881.0,-1.1089315379293596,8729.5,2351.59424646345,10881.0,-0.7015659425679218,8729.5,2351.59424646345,10881.0,-0.7015659425679218,-59.0,3537.0,-0.008265620622022962
2026-02-13 18:02:00,7246,999,6896,1.8478196285774742,1994.8779912566085,0.841462281679673,0.049399751621360566,195.21884483829717,207.2015002484002,593.326358668934,0.0,4,0.1915275286325376,0.10500896922864633,1.0506017108887922,7.246,0,0,18,2,4,0,0,0,-1.0,-1.8369701987210297e-16,8610.2,1994.8779912566085,10854.0,-0.683508714448571,8517.57142857143,2218.7216181954013,10881.0,-0.5728517567915552,8517.57142857143,2218.7216181954013,10881.0,-0.5728517567915552,167.0,226.0,0.02359090266986863
2026-02-13 18:03:00,7192,999,6807,1.8449349731881264,1597.8702074949651,0.9128293648779001,0.04782427359933268,195.73346315766904,204.5064438473692,611.1773484082481,0.0,4,0.19685805644376478,0.10301682191019046,1.0564042303172738,7.192,0,0,18,3,4,0,0,0,-1.0,-1.8369701987210297e-16,7877.8,1597.8702074949651,10734.0,-0.42892787468626326,8351.875,2106.9222941464714,10881.0,-0.5502456154199225,8351.875,2106.9222941464714,10881.0,-0.5502456154199225,-54.0,-221.0,-0.007452387524151227
2026-02-13 18:04:00,7064,998,6690,1.8517699205210725,76.43428550071745,0.9886910760273205,0.04642604387827318,193.72267963086622,199.8708829463491,585.6047067354807,0.0,4,0.20382165605095542,0.10176928520877565,1.0557465251830818,7.071071071071071,0,0,18,4,4,0,0,0,-1.0,-1.8369701987210297e-16,7143.8,76.43428550071745,7246.0,-1.0305512536725197,8208.777777777777,2017.0579303640352,10881.0,-0.5672670544057534,8208.777777777777,2017.0579303640352,10881.0,-0.5672670544057534,-128.0,-74.0,-0.017797552836484987
2026-02-13 18:05:00,7267,999,6897,1.8543884648464701,93.78859205684398,1.013443784341617,0.05379746835443038,198.54509675812463,218.40771686107928,631.4305109277859,0.0,4,0.20459548706659328,0.10236653824986242,1.053493766309075,7.267,0,0,18,5,4,0,0,0,-1.0,-1.8369701987210297e-16,7169.6,93.78859205684398,7267.0,1.027549812551173,8114.6,1924.878997639996,10881.0,-0.4401107240063698,8114.6,1924.878997639996,10881.0,-0.4401107240063698,203.0,331.0,0.028737259343148303
2026-02-13 18:06:00,7360,999,6929,1.8444806119717247,108.89995408633061,1.0184313942547185,0.04686863197935063,194.8999941303008,204.9461330562961,588.747586001553,0.0,4,0.19915772313544355,0.10012226599646787,1.0620490620490621,7.36,0,0,18,6,4,0,0,0,-1.0,-1.8369701987210297e-16,7225.8,108.89995408633061,7360.0,1.221110610242663,8281.5,1756.3681118844208,10881.0,-0.5243636741603773,8046.0,1840.2197694840693,10881.0,-0.3725790974926502,93.0,-110.0,0.012797578092748063
2026-02-13 18:07:00,7204,998,6827,1.849460529874132,108.57163533817173,0.9980050980826777,0.049271339347675226,198.37093425827638,214.55903312948365,612.7032017548094,0.0,4,0.1986120749479528,0.10395558639833449,1.0550673696543644,7.211211211211211,0,0,18,7,4,0,0,0,-1.0,-1.8369701987210297e-16,7217.4,108.57163533817173,7360.0,-0.1222944237223723,7913.8,1520.7831900409449,10854.0,-0.4664264953412335,7975.833333333333,1771.3367234602201,10881.0,-0.43548910492947684,-156.0,-249.0,-0.02119565217391306
2026-02-13 18:08:00,7107,999,6705,1.8440756478415472,119.63402526039573,0.9868914377759881,0.04867754642656162,194.39868841784664,205.59064947083095,594.0710596884137,0.0,4,0.21060776589758018,0.09355655599324704,1.0597971965404116,7.107,0,0,18,8,4,0,0,0,-1.0,-1.8369701987210297e-16,7200.4,119.63402526039573,7360.0,-0.7742425886758746,7539.1,1126.3107376642463,10734.0,-0.3833015916226421,7909.0,1712.959816613727,10881.0,-0.4679222886243113,-97.0,59.0,-0.013464741810105485
2026-02-13 18:09:00,7102,999,6723,1.8449522647107544,109.5878642916495,0.9851574420862811,0.04660002815711671,194.84714105606665,209.69967976146725,604.8177603813298,0.0,4,0.19667746022807264,0.09925383640715191,1.0562165377751338,7.102,0,0,18,9,4,0,0,0,-1.0,-1.8369701987210297e-16,7208.0,109.5878642916495,7360.0,-0.9585138539293057,7175.9,95.28372835322017,7360.0,-0.7675232488805891,7851.357142857143,1659.831020460672,10881.0,-0.4511940911660541,-5.0,92.0,-0.0007035317292809484
2026-02-13 18:10:00,7156,998,6751,1.8445747229319132,105.82627273038143,0.9957143652251349,0.04932234176330865,194.80634533812812,204.1708292721683,589.8529774377901,0.0,4,0.20245913092077686,0.0987844068743887,1.0598341232227488,7.163163163163163,0,0,18,10,4,0,0,0,-1.0,-1.8369701987210297e-16,7185.8,105.82627273038143,7360.0,-0.278957593842222,7177.7,94.6561613889463,7360.0,-0.22685417943717942,7805.0,1609.4984578166845,10881.0,-0.4029808267434383,54.0,59.0,0.007603491974091714
